ID Vino,Tipologia Vino,Tipologia Produttore,Produttore,Tipologia Agricoltura,Tipologia Vinificazione,Terroir,Disciplinare,Etichetta,Vigna_Clos_Lieu-Dit_Climat,Uvaggio,Millesimo,Dimensione Bottiglia,Dosaggio,Data Imbottigliamento,Mesi sui Lieviti,Data Sboccatura,Distributore
668,Metodo Champenoise,RM,Miniere F&R,,,Massif de Saint Thierry,Champagne,Symbiose,,50% Chard - 50% PN,2013,"0,75",2.5 g/l,06/2014,96,3/2022,
669,Metodo Champenoise,RM,Miniere F&R,,,Massif de Saint Thierry,Champagne,Symbiose,,50% Chard - 50% PN,2014,"0,75",,,,,
670,Metodo Champenoise,RM,Miniere F&R,,,Massif de Saint Thierry,Champagne,Franc de Pied,,75% Meu - 25 % Chard,2015,"0,75",,,,,
671,Metodo Champenoise,RM,Miniere F&R,,,Massif de Saint Thierry,Champagne,La Vigne a Alfred,,100% Meu,2017,"0,75",,,,,
672,Metodo Champenoise,RM,Miniere F&R,,,Massif de Saint Thierry,Champagne,Les Voirmissa,,50% PN - 50% Meu,2017,"0,75",,,,,
673,Metodo Champenoise,RM,Miniere F&R,,,Massif de Saint Thierry,Champagne,Les Moineaux,,100% Chard,2017,"0,75",2.2 g/l,06/2018,58,4/2023,
674,Metodo Champenoise,RM,Mousse,,,Vallèe de la Marne - Cuisles,Champagne,Les Vignes de Mon Village,,100% Meu,NV (perp 14/21),"0,75",0 g/l,,24,05/2023,Moon Import
675,Metodo Champenoise,RM,Mousse,,,Vallèe de la Marne - Cuisles,Champagne,Les Vignes de Mon Village,,100% Meu,NV (perp 14/21),"0,75",0 g/l,,30,10/2023,Moon Import
676,Metodo Champenoise,RM,Mousse,,,Vallèe de la Marne - Cuisles,Champagne,L'Esquissè,,70% Meu - 30% PN,NV (Base 21),"0,75",2 g/l,,24,10/2023,Moon Import
677,Metodo Champenoise,RM,Mousse,,,Vallèe de la Marne - Cuisles,Champagne,La Confiance De Mon Père (rosè),,100% Meu,2020,"0,75","0,5 g/l",,36,02/2024,Moon Import
678,Metodo Champenoise,RM,Mousse,,,Vallèe de la Marne - Cuisles,Champagne,Les Fortes Terres,,100% Meu,2018,"0,75","0,5 g/l",,48,03/2023,Moon Import
679,Metodo Champenoise,RM,Mousse,,,Vallèe de la Marne - Cuisles,Champagne,Terres d'Elite,,80% Meu - 20% PN,2018,"0,75",2 g/l,04/2019,32,01/2022,Moon Import
680,Metodo Champenoise,RM,Mousse,,,Vallèe de la Marne - Cuisles,Champagne,Terres d'Elite,,80% Meu - 20% PN,2019,"0,75","2,5 g/l",,24,12/2022,Moon Import
681,Metodo Champenoise,RM,Mousse,,,Vallèe de la Marne - Cuisles,Champagne,Eugene,,80% Meu - 20% PN,NV (perp 03/17),"0,75",0 g/l,,60,02/2023,Moon Import
682,Metodo Champenoise,RM,Mousse,,,Vallèe de la Marne - Cuisles,Champagne,Eugene,,80% Meu - 20% PN,NV (perp 03/21),"0,75",2 g/l,,24,05/2023,Moon Import
683,Metodo Champenoise,RM,Nicolas Maillart,,,Montagne de Raims - Ecueil,Champagne,Chaillots Gillis,,100% Chard,2018,"0,75",pas dosè,,36,07/2022,Moon Import
684,Metodo Champenoise,RM,Nicolas Maillart,,,Montagne de Raims - Ecueil,Champagne,Les Coupes Franc de Pied,,100% PN,2015,"0,75",pas dosè,,62,07/2021,Moon Import
685,Metodo Champenoise,RM,Nicolas Maillart,,,Montagne de Raims - Ecueil,Champagne,Les Loges,,100% PN,,"0,75",1 g/l,,,10/2021,Moon Import
686,Metodo Champenoise,RM,Nicolas Maillart,,,Montagne de Raims - Ecueil,Champagne,Jollivettes,,100% PN,2019,"0,75",0 g/l,,36,10/2023,Moon Import
687,Metodo Champenoise,RM,Nicolas Maillart,,,Montagne de Raims - Ecueil,Champagne,Jollivettes,,100% PN,2020,"0,75",0 g/l,,36,05/2024,Moon Import
688,Metodo Champenoise,RM,Nicolas Maillart,,,Montagne de Raims - Ecueil,Champagne,Montchenot,,85% PN - 15% Meu,NV (basi 2015-16),"0,75","3,5 g/l",,48,09/2021,Moon Import
689,Metodo Champenoise,RM,Nicolas Maillart,,,Montagne de Raims - Ecueil,Champagne,Montchenot,,100% PN,2018,"0,75",pas dosè,,48,01/2023,Moon Import
690,Metodo Champenoise,RM,Nowack,,,,Champagne,NWK,,,2016,"0,75",0 g/l,05/2017,54,11/2021,
691,Metodo Champenoise,RM,Nowack,,,,Champagne,La Tuilerie,,100% Chard,2016,"0,75","0,8 g/l",05/2017,44,1/2021,
692,Metodo Champenoise,RM,Nowack,,,,Champagne,S.A.,,60% Meu - 40% Chard,NV (base 19),"0,75",1 g/l,,24,2/2022,
693,Metodo Champenoise,RM,Olivier Horiot,,,,Champagne,Solera,,Arbane - Petit Meslier - Chard - PN - PB - Meu,Perpetuelle,"0,75",pas dosè,09/2019,27,12/2021,
694,Metodo Champenoise,RM,Pascal Doquet,,,,Champagne,Horizon,,100% Chard,NV (base 20),"0,75",4 g/l,04/2021,30,10/2023,Balan
695,Metodo Champenoise,RM,Pascal/Romain Henin,,,,Champagne,L'Appel de la Foret,,80% PN - 20% Chard,2015,"0,75",4 g/l,,72,10/2021,
696,Metodo Champenoise,RM,Pascal/Romain Henin,,,,Champagne,L'Appel de la Foret,,80% PN - 20% Chard,2015?,"0,75",4 g/l,,,10/2022,
697,Metodo Champenoise,RM,Pascal/Romain Henin,,,,Champagne,Le Gamin du Terroir,,100% Chard,NV,"0,75",pas dosè,,,7/2021,
698,Metodo Champenoise,RM,Pascal Walczak,,,,Champagne,Solera,,75% PN - 25% Chard,NV,"0,75","4,5 g/l",,36,03/2024,Edro 21
699,Metodo Champenoise,RM,Patrick Soutiran,,,,Champagne,Blanc de Noirs,,100% PN,NV,"0,75",7 g/l,,,,
700,Metodo Champenoise,RM,Paul Gosset,,,,Champagne,L'Etè,,100% PN,NV (base 2018),"0,75",2 g/l,09/2019,26,11/2021,
701,Metodo Champenoise,RM,Paul Launois,,,,Champagne,Monochrome,,100% Chard,NV (base 19),"0,75",1 g/l,05/2020,24,06/2022,
702,Metodo Champenoise,RM,Perseval-Farge,,,,Champagne,C. de Chardonnay Brut Premier Cru,,100% Chardonnay,NV (base 13),"0,75","1,6 g/l",2014,103,01/2023,
703,Metodo Champenoise,RM,Pertois-Moriset,,,,Champagne,Les Quatre Terroirs,,100% Chard,NV,"0,75","2,5 g/l",,60,04/2022,Moon Import
704,Metodo Champenoise,RM,Pertois-Moriset,,,,Champagne,Les Quatre Terroirs,,100% Chard,NV,Mag,"2,5 g/l",,67,11/2022,Moon Import
705,Metodo Champenoise,RM,Pertois-Moriset,,,,Champagne,Cramant,,100% Chard,2018,"0,75","1,5 g/l",07/2019,55,04/2023,Moon Import
706,Metodo Champenoise,RM,Pertois-Moriset,,,,Champagne,Rosè Blanc,,92% Chard - 8% PN,,"0,75",,,,,Moon Import
707,Metodo Champenoise,RM,Petit & Bajan,,,Cotè des Blancs - Avize,Champagne,Nuit Blanche,,100% Chard,NV (base 17),"0,75",3 g/l,,36,,Le Bollicine
708,Metodo Champenoise,RM,Petit & Bajan,,,Cotè des Blancs - Avize,Champagne,Obsidienne,,100% PN,NV,"0,75",3 g/l,,36,,Le Bollicine
709,Metodo Champenoise,RM,Petit & Bajan,,,Cotè des Blancs - Avize,Champagne,Ambrosie,,70% Chard - 30% PN,NV (base 20),"0,75",3 g/l,,30,,Le Bollicine
710,Metodo Champenoise,RM,Petit & Bajan,,,Cotè des Blancs - Avize,Champagne,Symphea - Rosè,,90% Chard - 10% PN,NV,"0,75",3 g/l,,20,,Le Bollicine
711,Metodo Champenoise,RM,Petit Clergeot,,,,Champagne,Chevry Cuvèe Cuve,,100% PN,NV (base 20),"0,75",pas dosè,,24,04/2023,
712,Metodo Champenoise,RM,Petit-Collino,,,Cotè des Blancs - Avize,Champagne,A' Avize Blanc de Blancs Grand Cru,,100% Chard,2008,"0,75",,,,,
713,Metodo Champenoise,RM,Petit-Collino,,,Cotè des Blancs - Avize,Champagne,A' Avize Blanc de Blancs Grand Cru,,100% Chard,2013,"0,75",2 g/l,,96,07/2022,
714,Metodo Champenoise,RM,Petit-Collino,,,Cotè des Blancs - Avize,Champagne,A' Avize Blanc de Blancs Grand Cru,,100% Chard,NV (base 16),"0,75",4 g/l,,48,07/2021,
715,Metodo Champenoise,RM,Petit-Collino,,,Cotè des Blancs - Avize,Champagne,Le Haut du Moulin,,100% Chard,,"0,75",,,,02/2025,
716,Metodo Champenoise,RM,Philippe Glavier,,,,Champagne,La Grace D'Alphael,,100% Chard,NV (base 20),"0,75","4,5 g/l",05/2021,28,08/2023,Les Bulles
717,Metodo Champenoise,RM,Pierre Deville,,,,Champagne,Primitif Grand Cru Verzy,,80% PN - 20% Chard,NV (base 20),"0,75",5 g/l,,16,10/2022,
718,Metodo Champenoise,RM,Pierre Deville,,,,Champagne,Copin Grand Cru Verzy,,100% Chard,2019,"0,75",4 g/l,,32,01/2023,
719,Metodo Champenoise,RM,Pierre Deville,,,,Champagne,Les Copins,,50% Chard - 50% PN,2019,"0,75",1 g/l,,32,01/2023,
720,Metodo Champenoise,RM,Pierre Deville,,,,Champagne,Les Blanches Voies - Rosè,,100% PN,2020,"0,75",pas dosè,,20,01/2023,
721,Metodo Champenoise,RM,Pierre Gerbais,,,,Champagne,L'Originale,,100% PB,2014,"0,75",,,36,09/2018,
722,Metodo Champenoise,RM,Pierre Gerbais,,,,Champagne,Grieurs de Vin,,50% PN - 25% Chard - 25% PB,2020,"0,75",,,15,10/2022,
723,Metodo Champenoise,RM,Pierre Moncuit,,,Cotè des Blacs - Le Mesnil sur Oger,Champagne,Cuvee Delos Grand Cru Blanc de Blancs,,100% Chard,NV (base 20),"0,755",3 g/l,04/2021,36,03/2024,
724,Metodo Champenoise,NM,Pierre Peters,,,Cotè des Blacs - Le Mesnil sur Oger,Champagne,Cuvee de Reserve,,100% Chard,NV,"0,75",6 g/l,,,,
725,Metodo Champenoise,NM,Pierre Peters,,,Cotè des Blacs - Le Mesnil sur Oger,Champagne,Reserve Oublie,,100% Chard,NV,"0,75",,,,,
726,Metodo Champenoise,RC,Pinot - Chevauchet,,,,Champagne,"Pierrotte, Marie Mulotte et Neuville - Blanc de Noirs",,100% Meu,NV (base 14),Mag,"3,5 g/l",,,,
727,Metodo Champenoise,RM,Piollot,,,,Champagne,Mepetit,,100% Meu,,"0,75",,,,,
728,Metodo Champenoise,RM,Regis Poissinet,,,,Champagne,Terre d'Irizee,,85% Meu - 16% Chard,NV,"0,75","1,7 g/l",,,04/2021,
729,Metodo Champenoise,RM,Remi Leroy,,,,Champagne,Brut Nature,,65% PN - 30% Chard - 5% Meu,NV (base 18),"0,75",pas dose,,32,03/2022,Pellegrini
730,Metodo Champenoise,RM,Remi Leroy,,,,Champagne,Millesimè Blanc de Blancs,,100% Chard,2016,"0,75",1 g/l,,48,04/2021,Pellegrini
731,Metodo Champenoise,RM,Remi Leroy,,,,Champagne,Millesimè Blanc de Blancs,,100% Chard,2018,"0,75",pas dose,,36,03/2022,Pellegrini
732,Metodo Champenoise,RM,R.H. Coutier,,,Montagne de Raims - Ambonnay,Champagne,La Pierre aux Larrons,,100% Chard,2015,"0,75",pas dosè,11/2016,60,11/2021,
733,Metodo Champenoise,RM,R.H. Coutier,,,Montagne de Raims - Ambonnay,Champagne,La Pierre aux Larrons,,100% Chard,2015,"0,75",pas dosè,11/2016,54,05/2021,
734,Metodo Champenoise,RM,R.H. Coutier,,,Montagne de Raims - Ambonnay,Champagne,Cuvee Blanc de Blancs ,,100% Chard,NV (base 18),"0,75",6 g/l,,36,06/2022,
735,Metodo Champenoise,RM,R.H. Coutier,,,Montagne de Raims - Ambonnay,Champagne,Cuvee Tradition Grand Cru,,80% PN - 20% Chard,NV (base 15),"0,75",6 g/l,,72,6/2022,
736,Metodo Champenoise,RM,R.H. Coutier,,,Montagne de Raims - Ambonnay,Champagne,Millesimè,,75% PN - 25% Chard,2012,"0,75",3 g/l,,96,10/2021,
737,Metodo Champenoise,RM,R.H. Coutier,,,Montagne de Raims - Ambonnay,Champagne,Millesimè,,75% PN - 25% Chard,2012,"0,75",3 g/l,,108,4/2022,
738,Metodo Champenoise,RM,R.H. Coutier,,,Montagne de Raims - Ambonnay,Champagne,Grand Couvee Rosè,,15% PN - 85% Chard,NV (base 16),"0,75",7 g/l,,42,03/2021,
739,Metodo Champenoise,RM,R.H. Coutier,,,Montagne de Raims - Ambonnay,Champagne,Grand Couvee Rosè,,40% PN - 60% Chard,NV (base 19),"0,75",6 g/l,,26,07/2022,
740,Metodo Champenoise,RM,R.H. Coutier,,,Montagne de Raims - Ambonnay,Champagne,Cuvee Henri III Blanc de Noirs Grand Cru,,100% PN,NV (base 10),"0,75",4 g/l,,96,06/2019,
741,Metodo Champenoise,RM,R.H. Coutier,,,Montagne de Raims - Ambonnay,Champagne,Cuvee Henri III Blanc de Noirs Grand Cru,,100% PN,NV (base 13),"0,75",3 g/l,,96,06/2022,
742,Metodo Champenoise,RM,R. Pouillon,,,Vallè de la Marne - Ay,Champagne,Reserve,,65% PN - 20% Meu - 15% Chard,NV (base 17),"0,75",,,24,06/2020,Pellegrini
743,Metodo Champenoise,RM,R. Pouillon,,,Vallè de la Marne - Ay,Champagne,Rosè de Maceration,,100% PN,NV (base 19),"0,75",4 g/l,,24,12/2021,Pellegrini
744,Metodo Champenoise,RM,R. Pouillon,,,Vallè de la Marne - Ay,Champagne,Solera,,50% PN - 50% Chard,NV (1997-2016),"0,75",4 g/l,,36,12/2021,Pellegrini
745,Metodo Champenoise,RM,R. Pouillon,,,Vallè de la Marne - Ay,Champagne,Millesime,,100% Chard,2002,"0,75",,,,03/2010,Pellegrini
746,Metodo Champenoise,RM,R. Pouillon,,,Vallè de la Marne - Ay,Champagne,Millesime,,100% Chard,2003,"0,75",3 g/l,,96,09/2007,Pellegrini
747,Metodo Champenoise,RM,R. Pouillon,,,Vallè de la Marne - Ay,Champagne,Millesime,,100% Chard,2005,"0,75",3 g/l,,96,09/2014,Pellegrini
748,Metodo Champenoise,RM,R. Pouillon,,,Vallè de la Marne - Ay,Champagne,Les Valnons,,100% Chard,2010,"0,75","1,5 g/l",04/2011,72,03/2017,Pellegrini
749,Metodo Champenoise,RM,R. Pouillon,,,Vallè de la Marne - Ay,Champagne,Les Valnons,,100% Chard,2013,"0,75",2 g/l,,60,11/2019,Pellegrini
750,Metodo Champenoise,RM,R. Pouillon,,,Vallè de la Marne - Ay,Champagne,Les Valnons,,100% Chard,2014,"0,75",,,72,11/2020,Pellegrini
751,Metodo Champenoise,RM,R. Pouillon,,,Vallè de la Marne - Ay,Champagne,Les Valnons,,100% Chard,2016,"0,75",,,60,11/2022,Pellegrini
752,Metodo Champenoise,RM,R. Pouillon,,,Vallè de la Marne - Ay,Champagne,Les Valnons,,100% Chard,2017,"0,75",,,,,Pellegrini
753,Metodo Champenoise,RM,R. Pouillon,,,Vallè de la Marne - Ay,Champagne,Les Terres Froides,,100% Chard,2018,"0,75",2 g/l,,22,02/2022,Pellegrini
754,Metodo Champenoise,RM,R. Pouillon,,,Vallè de la Marne - Ay,Champagne,Les Blanchiens,,50% PN - 50% Chard,2014,"0,75",0 g/l,,60,12/2020,Pellegrini
755,Metodo Champenoise,RM,R. Pouillon,,,Vallè de la Marne - Ay,Champagne,Les Blanchiens,,50% PN - 50% Chard,2015,"0,75",0 g/l,,60,09/2021,Pellegrini
756,Metodo Champenoise,RM,R. Pouillon,,,Vallè de la Marne - Ay,Champagne,Chemin du Bois,,100% PN,2015,"0,75",0 g/l,,60,03/2022,Pellegrini
757,Metodo Champenoise,RM,R. Pouillon,,,Vallè de la Marne - Ay,Champagne,Les Chataigniers,,100% Meu,2017,"0,75",3 g/l,,48,12/2021,Pellegrini
758,Metodo Champenoise,RM,R. Pouillon,,,Vallè de la Marne - Ay,Champagne,Grande Vallè,,65% PN - 15% Chard - 20% Meu,NV (base 19),Mag,2 g/l,,24,02/2022,Pellegrini
759,Metodo Champenoise,RM,R. Pouillon,,,Vallè de la Marne - Ay,Champagne,Grande Vallè,,65% PN - 15% Chard - 20% Meu,NV (base 20),"0,75",2 g/l,,15,10/2022,Pellegrini
760,Metodo Champenoise,RM,R. Pouillon,,,Vallè de la Marne - Ay,Champagne,Grande Vallè,,65% PN - 15% Chard - 20% Meu,NV (base 21),"0,75",2 g/i,,24,02/2024,Pellegrini
761,Metodo Champenoise,RM,R. Pouillon,,,Vallè de la Marne - Ay,Champagne,Le Montgrughet,,100% PN,2017,"0,75",1 g/l,,36,03/2021,Pellegrini
762,Metodo Champenoise,RM,R. Pouillon,,,Vallè de la Marne - Ay,Champagne,Le Montgrughet,,100% PN,2018,"0,75",3 g/l,,36,03/2022,Pellegrini
763,Metodo Champenoise,RM,Robert Dufour (Charles Dofour),,,,Champagne,Version Longue,,,1990,"0,75",pas dose,08/1991,240,05/2021,
764,Metodo Champenoise,RM,Robert Dufour (Charles Dofour),,,,Champagne,The Ballade of the Villages,,PN - PB,2004,"0,75",pas dose,2005,194,07/2022,
765,Metodo Champenoise,RM,Robert Moncuit,,,,Champagne,Reserve Perpetuelle,,100% Chard,NV,"0,75",3 g/l,,,12/2021,
766,Metodo Champenoise,RM,Rocher Bocard,,,,Champagne,Blanc de Blancs Brut Nature Premier Cru,,,NV,"0,75",,,,,
767,Metodo Champenoise,RM,Roger Coulon,,,,Champagne,L'Homme,,60% Chard - 35 PN,NV,"0,75",3 g/l,,,04/2021,
768,Metodo Champenoise,RM,Roger Coulon,,,,Champagne,Heri-Hodie,,100% Meu,NV (Perpet),"0,75",,,,12/2021,
769,Metodo Champenoise,RM,Roses de Jeanne - Cedric Bouchard,,,Aube - Celles sur Ource,Champagne,VV /R15 Cote de Val Vilaine Blanc de Noirs,,100% PN,2015,"0,75",pas dosè,,24,2018,Gaia Distribuzione
770,Metodo Champenoise,RM,Roses de Jeanne - Cedric Bouchard,,,Aube - Celles sur Ource,Champagne,VV /R16 Cote de Val Vilaine Blanc de Noirs,,100% PN,2016,"0,75",pas dosè,,24,2019,Gaia Distribuzione
771,Metodo Champenoise,RM,Roses de Jeanne - Cedric Bouchard,,,Aube - Celles sur Ource,Champagne,VV /R17 Cote de Val Vilaine Blanc de Noirs,,100% PN,2017,"0,75",pas dosè,,24,2020,Gaia Distribuzione
772,Metodo Champenoise,RM,Roses de Jeanne - Cedric Bouchard,,,Aube - Celles sur Ource,Champagne,VV /R20 Cote de Val Vilaine Blanc de Noirs,,100% PN,2020,"0,75",pas dosè,,24,2022,Gaia Distribuzione
773,Metodo Champenoise,RM,Roses de Jeanne - Cedric Bouchard,,,Aube - Celles sur Ource,Champagne,VV /R21 Cote de Val Vilaine Blanc de Noirs,,100% PN,2021,"0,75",pas dosè,,24,2023,Gaia Distribuzione
774,Metodo Champenoise,RM,Roses de Jeanne - Cedric Bouchard,,,Aube - Celles sur Ource,Champagne,UR /R17 Les Ursules ,,100% PN,2017,"0,75",pas dosè,,46,,Gaia Distribuzione
775,Metodo Champenoise,RM,Roses de Jeanne - Cedric Bouchard,,,Aube - Celles sur Ource,Champagne,UR /R18 Les ursules,,100% PN,2018,"0,75",pas dosè,,36,2022,Gaia Distribuzione
776,Metodo Champenoise,RM,Roses de Jeanne - Cedric Bouchard,,,Aube - Celles sur Ource,Champagne,PR /R19 Presle,,100% PN,2019,"0,75",pas dosè,,46,2024,Gaia Distribuzione
777,Metodo Champenoise,RM,Roses de Jeanne - Cedric Bouchard,,,Aube - Celles sur Ource,Champagne,BE /R18 Cote de Bechelin,,100% PN,2018,"0,75",pas dosè,,28,2021,Gaia Distribuzione
778,Metodo Champenoise,RM,Roses de Jeanne - Cedric Bouchard,,,Aube - Celles sur Ource,Champagne,HL /R18 La Haute Lamble,,100% Chard,2018,"0,75",pas dosè,,42,2023,Gaia Distribuzione
779,Metodo Champenoise,RM,Roses de Jeanne - Cedric Bouchard,,,Aube - Celles sur Ource,Champagne,BO /R19 La Boloree,,100% Pinot Blanc,2019,"0,75",pas dosè,,42,2024,Gaia Distribuzione
780,Metodo Champenoise,RM,Roses de Jeanne - Cedric Bouchard,,,Aube - Celles sur Ource,Champagne,CER /R18 Creux d'Enfer Rosèe de Saigne,,100% PN,2018,"0,75",pas dosè,,46,2023,Gaia Distribuzione
781,Metodo Champenoise,RM,Roses de Jeanne - Cedric Bouchard,,,Aube - Celles sur Ource,Champagne,RDJ n.01,,Mystery Blend,?,"0,75",,,,,Gaia Distribuzione
782,Metodo Champenoise,RM,Roses de Jeanne - Cedric Bouchard,,,Aube - Celles sur Ource,Champagne,RDJ n.02,,Mystery Blend,?,"0,75",,,,,Gaia Distribuzione
783,Metodo Champenoise,RM,Ruppert-Leroy,,,,Champagne,"11,12,13....",,50% PN - 50% Chard,NV,"0,75",pas dosè,,15,10/2022,
784,Metodo Champenoise,RM,Ruppert-Leroy,,,,Champagne,Rosè,,100% PN,2019,"0,75",pas dosè,,15,10/2021,
785,Metodo Champenoise,RM,Salima & Alain Cordeuil,,,Aube - Noè les Mallets,Champagne,Origines,,65% Chard - 35% PN,2017,"0,75",pas dosè,,48,06/2022,
786,Metodo Champenoise,RM,Salima & Alain Cordeuil,,,Aube - Noè les Mallets,Champagne,Altitude,,100% Chard,2017,"0,75",pas dosè,,48,11/2022,
787,Metodo Champenoise,RM,Secondè Simon,,,,Champagne,Cuvee Nicolas,,67% PN - 33% Chard,NV,"0,75",10 g/l,,30,06/2020,
788,Metodo Champenoise,RM,Solemme,,,,Champagne,Ombre - La Motelle,,100% Meu,2018,Mag,pas dosè,,,,
789,Metodo Champenoise,RM,Suenen,Organic,Artigianale,Cotè des Blancs - Craman,Champagne,C+C,,100% Chard,NV,"0,75",3 g/l,06/2016,36,06/2019,
790,Metodo Champenoise,RM,Suenen,Organic,Artigianale,Cotè des Blancs - Craman,Champagne,Oiry Blanc de Blancs Grand Cru,,100% Chard,NV,"0,75",,,,,
791,Metodo Champenoise,RM,Stroebel,,,,Champagne,Triptyque,,1/3 Chard - 1/3 - PN - 1/3 Meu,2014/16/17,"0,75",pas dose,07/2018,,,
792,Metodo Champenoise,RM,Tarlant,,,,Champagne,Zero,,Chard - PN - Meu - (4% di Petit Meslier - Arbanne - Pinot Blanc,NV,"0,75",pas dosè,,72,,
793,Metodo Champenoise,RM,Tarlant,,,,Champagne,La Vigne Royale,,100% PN,2003,"0,75",,05/2004,120,10/2014,Teatro del Vino
794,Metodo Champenoise,RM,Tarlant,,,,Champagne,La Mattinale,,45% PN - 28% Chard - 27% Meu,2003,"0,75",0 g/l,05/2004,132,8/2015,Teatro del Vino
795,Metodo Champenoise,RM,Tellier,,,,Champagne,Les Monts d'Or,,100% Chard,2016,"0,75",pas dosè,,,02/2021,
796,Metodo Champenoise,RM,Tellier,,,,Champagne,Vignes de Pierry,,70% Chard - 30% Meu,2017,"0,75",4 g/l,,40,07/2021,
797,Metodo Champenoise,RM,Theo Cecchetti,,,,Champagne,Les Mauque Souris,,100% PN,2020,"0,75","0,9 g/l",,36,3/2024,
798,Metodo Champenoise,RM,Tom Gauditiabois,,,Vallè de la Marne - Chezy sur Marne,Champagne,E 01,,100% Meu,2016,"0,75","3,5 g/l",08/2017,36,10/2020,
799,Metodo Champenoise,RM,Tom Gauditiabois,,,Vallè de la Marne - Chezy sur Marne,Champagne,E 02,,50% PN - 25% Chard - 25% Meu,2017,"0,75","3,5 g/l",08/2018,26,10/2020,
800,Metodo Champenoise,RM,Tom Gauditiabois,,,Vallè de la Marne - Chezy sur Marne,Champagne,E 03,,50% PN - 50% Chard,2018,"0,75",,08/2019,40,1/2023,
801,Metodo Champenoise,RM,Tom Gauditiabois,,,Vallè de la Marne - Chezy sur Marne,Champagne,E 04,,70% PN - 30% Chard,2019,"0,75",,08/2020,40,12/2023,
802,Metodo Champenoise,RM,Tom Gauditiabois,,,Vallè de la Marne - Chezy sur Marne,Champagne,E 07,,100% Meu,2020,"0,75",,08/2021,26,12/2023,
803,Metodo Champenoise,RM,Tristan Hyest,,,,Champagne,Bord de Marne Rosè,,50% Chard - 35% PN - 15% Meu,NV,"0,75","3,5 g/l",,48,10/2021,
804,Metodo Champenoise,RM,Ulysse Collin,,,Petit Morin - Congy,Champagne,Les Maillons,,100% PN,NV (base 10),"0,75",,,36,03/2014,Moon Import
805,Metodo Champenoise,RM,Ulysse Collin,,,Petit Morin - Congy,Champagne,Les Maillons,,100% PN,NV (base 15),"0,75",,,36,03/2019,Moon Import
806,Metodo Champenoise,RM,Ulysse Collin,,,Petit Morin - Congy,Champagne,Les Maillons,,100% PN,NV (base 16),"0,75","2,4 g/l",,36,03/2020,Moon Import
807,Metodo Champenoise,RM,Ulysse Collin,,,Petit Morin - Congy,Champagne,Les Maillons,,100% PN,NV (base 17),"0,75",,,36,03/2021,Moon Import
808,Metodo Champenoise,RM,Ulysse Collin,,,Petit Morin - Congy,Champagne,Les Maillons,,100% PN,NV (base 18),"0,75",,,34,02/2022,Moon Import
809,Metodo Champenoise,RM,Ulysse Collin,,,Petit Morin - Congy,Champagne,Les Maillons,,100% PN,NV (base 19),"0,75",,,36,02/2023,Moon Import
810,Metodo Champenoise,RM,Ulysse Collin,,,Petit Morin - Congy,Champagne,Les Maillons,,100% PN,NV (base 19),"0,75",,,48,05/2024,Moon Import
811,Metodo Champenoise,RM,Ulysse Collin,,,Petit Morin - Congy,Champagne,Les Maillons Rosè de Seignè,,100% PN,NV (base 18),"0,75",,,36,02/2022,Moon Import
812,Metodo Champenoise,RM,Ulysse Collin,,,Petit Morin - Congy,Champagne,Les Pierrieres,,100% Chard,NV (base 16),"0,75",,,36,03/2020,Moon Import
813,Metodo Champenoise,RM,Ulysse Collin,,,Petit Morin - Congy,Champagne,Les Pierrieres,,100% Chard,NV (base 16),"0,75","1,7 g/l",,48,03/2021,Moon Import
814,Metodo Champenoise,RM,Ulysse Collin,,,Petit Morin - Congy,Champagne,Les Pierrieres,,100% Chard,NV (base 17),"0,75",,,48,02/2022,Moon Import
815,Metodo Champenoise,RM,Ulysse Collin,,,Petit Morin - Congy,Champagne,Les Pierrieres,,100% Chard,NV (base 18),"0,75",,,48,02/2023,Moon Import
816,Metodo Champenoise,RM,Ulysse Collin,,,Petit Morin - Congy,Champagne,Les Pierrieres,,100% Chard,NV (base 19),"0,75",,,48,02/2024,Moon Import
817,Metodo Champenoise,RM,Ulysse Collin,,,Petit Morin - Congy,Champagne,Le Magnum Blanc de Blancs,,100% Chard,NV (base 05),"0,75",,,72,03/2012,Moon Import
818,Metodo Champenoise,RM,Ulysse Collin,,,Petit Morin - Congy,Champagne,Les Roises 48 mesi,,100% Chard,NV (base13),"0,75",,,48,03/2018,Moon Import
819,Metodo Champenoise,RM,Ulysse Collin,,,Petit Morin - Congy,Champagne,Les Roises 60 mesi,,100% Chard,NV (base15),"0,75",,,60,03/2021,Moon Import
820,Metodo Champenoise,RM,Ulysse Collin,,,Petit Morin - Congy,Champagne,Les Enfers 48 mesi,,100% Chard,NV (base15),"0,75",,,48,03/2020,Moon Import
821,Metodo Champenoise,RM,Ulysse Collin,,,Petit Morin - Congy,Champagne,Les Enfers 60 mesi,,100% Chard,NV (base15),"0,75",,,60,03/2021,Moon Import
822,Metodo Champenoise,RM,Ulysse Collin,,,Petit Morin - Congy,Champagne,Le Jardin d'Ulysse,,PN - Chard - Meu,NV (base 16),"0,75",,,60,02/2022,Moon Import
823,Metodo Champenoise,RM,Vilmart & Cie,,,,Champagne,Grand Cellier D'Or,,80% Chard - 20% PN,2013,"0,75",8 g/l,,45,01/2018,
824,Metodo Champenoise,RM,Vincent Cuillier,,,,Champagne,Chemin des Rois,,70% PN - 30% PN,2019,"0,75",pas dosè,,,02/2023,
